SerialNumber,HostName,HostIp,ModelNumber,DisplayStatus,Manufacturer,UserName,FirmwareVersion
H4ZM400006,GJWS-0446.aus.gjames.com.au,10.54.4.107,S24E650,ON,SAM,e103586,
H4ZR900082,GJLT-0406.aus.gjames.com.au,10.58.4.104,LF24T450F,ON,SAM,e102567,
H4ZR800159,GJLT-0406.aus.gjames.com.au,10.58.4.104,LF24T450F,ON,SAM,e102567,
H4ZN800261,GJLT-0974.aus.gjames.com.au,10.35.5.105,S24E650,ON,SAM,e103390,
HMCS508142,GJLT-0999.aus.gjames.com.au,10.36.4.104,SyncMaster,ON,SAM,e003143,
H4ZK801028,GJWS-0823.aus.gjames.com.au,10.30.4.181,S24E650,ON,SAM,e020721,
HMAS604055,GJLT-0405.aus.gjames.com.au,10.42.4.107,SyncMaster,Not Connected,SAM,e009854,
HMAS603952,GJLT-0405.aus.gjames.com.au,10.42.4.107,SyncMaster,Not Connected,SAM,e009854,
HTPD300533,GJWS-0430.aus.gjames.com.au,10.19.4.100,S24C450,Not Connected,SAM,e104068,
HTPD300514,GJWS-0430.aus.gjames.com.au,10.19.4.100,S24C450,ON,SAM,e104068,
HTHG800728,GJLT-1524.aus.gjames.com.au,10.54.4.118,S24E650,ON,SAM,e102576,
HTPGC00713,GJLT-1524.aus.gjames.com.au,10.54.4.118,S24E650,ON,SAM,e102576,
H4ZK700198,GJLT-0320.aus.gjames.com.au,10.54.4.119,S24E650,ON,SAM,e103610,
H4ZJ701012,GJLT-0320.aus.gjames.com.au,10.54.4.119,S24E650,ON,SAM,e103610,
H4ZJ800081,GJLT-0320.aus.gjames.com.au,10.54.4.119,S24E650,ON,SAM,e103610,
H4ZJ700732,GJLT-0959.aus.gjames.com.au,10.33.4.112,S24E650,ON,SAM,e102178,
H4ZJ700993,GJWS-1043.aus.gjames.com.au,10.61.4.181,S24E650,ON,SAM,e020127,
HTPGC00714,GJWS-0526.aus.gjames.com.au,10.55.5.130,S24E650,ON,SAM,e102624,
H4ZK900176,GJWS-0556.aus.gjames.com.au,10.35.4.106,S24E650,ON,SAM,e103397,
H4ZKA00011,GJWS-0556.aus.gjames.com.au,10.35.4.106,S24E650,ON,SAM,e103397,
HMCS507894,GJWS-0712.aus.gjames.com.au,10.58.4.115,SyncMaster,ON,SAM,e006964,
H4ZK800569,GJLT-0374.aus.gjames.com.au,10.54.4.113,S24E650,ON,SAM,E103793,
H4ZHA01042,GJLT-0374.aus.gjames.com.au,10.54.4.113,S24E650,ON,SAM,E103793,
H4ZKC00239,GJWS-0950.aus.gjames.com.au,10.33.4.109,S24E650,ON,SAM,e004794,
HMJB200735,GJWS-1089.aus.gjames.com.au,10.64.4.172,SyncMaster,ON,SAM,e103061,
HTHFA00936,GJLT-1103.aus.gjames.com.au,192.168.158.1,S24C650,ON,SAM,e016387,
H4ZJ500684,GJLT-1103.aus.gjames.com.au,192.168.158.1,S24E650,ON,SAM,e016387,
H4ZJ800164,GJLT-1520.aus.gjames.com.au,10.35.5.179,S24E650,ON,SAM,e103571,
H4ZJ700677,GJLT-1520.aus.gjames.com.au,10.35.5.179,S24E650,ON,SAM,e103571,
HTHFA00952,GJLT-0813.aus.gjames.com.au,10.46.4.180,S24C650,Not Connected,SAM,e021076,
H4ZJ800402,GJWS-0841.aus.gjames.com.au,10.27.4.180,S24E650,ON,SAM,e001660,
HTPG100476,GJLT-0890.aus.gjames.com.au,10.44.4.100,S24C650,ON,SAM,e021843,
HTMDB00314,GJLT-0890.aus.gjames.com.au,10.44.4.100,S24C450,ON,SAM,e021843,
HTHGC00788,GJLT-1172.aus.gjames.com.au,10.20.4.147,S24E650,Not Connected,SAM,e008897,
HTMC203801,GJLT-1172.aus.gjames.com.au,10.20.4.147,SMS24A450,Not Connected,SAM,e008897,
HMAQA00612,GJLT-1163.aus.gjames.com.au,10.30.4.183,SyncMaster,Not Connected,SAM,e001073,
HMCS508066,GJLT-0530.aus.gjames.com.au,10.27.4.171,SyncMaster,ON,SAM,e008343,
HMFZ304055,GJLT-0530.aus.gjames.com.au,10.27.4.171,SyncMaster,ON,SAM,e008343,
H4ZN100070,GJWS-0758.aus.gjames.com.au,10.67.4.179,S24E650,Not Connected,SAM,e018430,
HTPG400111,GJPC-0425.aus.gjames.com.au,10.54.4.216,S24C650,Not Connected,SAM,e006303,
H4ZM600311,GJWS-1011.aus.gjames.com.au,10.30.4.176,S24E650,ON,SAM,e101998,
H4ZJ800111,GJLT-0946.aus.gjames.com.au,10.34.4.180,S24E650,ON,SAM,e005459,
H4ZT100693,GJLT-0637.aus.gjames.com.au,10.16.5.103,LF24T450F,ON,SAM,e006828,
H4ZT100860,GJLT-0637.aus.gjames.com.au,10.16.5.103,LF24T450F,ON,SAM,e006828,
U53367VG,GJLT-1031.aus.gjames.com.au,10.39.4.179,LEN D24-10,Not Connected,LEN,e102505,
HTMC203792,GJLT-0995.aus.gjames.com.au,10.55.4.188,SMS24A450,Not Connected,SAM,e005815,
CN42440PCG,GJLT-0995.aus.gjames.com.au,10.55.4.188,HP E24u G4,Not Connected,HPN,e005815,1.0.8.0
H4ZM700063,GJWS-1147.aus.gjames.com.au,10.23.4.179,S24E650,ON,SAM,e006777,
HMJZ900247,GJWS-0385.aus.gjames.com.au,10.64.5.132,SyncMaster,ON,SAM,e101591,
HTSG400176,GJLT-0941.aus.gjames.com.au,10.34.4.103,S24C650,ON,SAM,E104305,
HMDS300449,GJLT-1539.aus.gjames.com.au,10.54.4.191,SyncMaster,ON,SAM,e006731,
H4ZJ700955,GJWS-0794.aus.gjames.com.au,10.64.4.115,S24E650,ON,SAM,e007016,
HTMC203771,GJPC-0117.aus.gjames.com.au,10.54.4.101,SMS24A450,ON,SAM,e103851,
HTMC203782,GJPC-0117.aus.gjames.com.au,10.54.4.101,SMS24A450,ON,SAM,e103851,
HMCS508212,GJWS-1059.aus.gjames.com.au,10.39.4.100,SyncMaster,Not Connected,SAM,e103350,
CN42440PDT,GJPC-0439.aus.gjames.com.au,10.54.4.207,HP E24u G4,ON,HPN,e104314,1.0.8.0
H4ZJ701037,GJWS-0596.aus.gjames.com.au,10.67.4.105,S24E650,ON,SAM,e103509,
H4ZJ701248,GJWS-0596.aus.gjames.com.au,10.67.4.105,S24E650,ON,SAM,e103509,
HMCS908010,GJWS-1134.aus.gjames.com.au,10.24.6.176,SyncMaster,ON,SAM,e022818,
H4ZM500092,GJLT-1648.aus.gjames.com.au,10.55.4.62,S24E650,Not Connected,SAM,e100840,
H4ZJ500932,GJWS-1126.aus.gjames.com.au,10.64.4.195,S24E650,ON,SAM,e103830,
HMCZ501016,GJLT-1116.aus.gjames.com.au,10.37.4.102,SMB2240W,ON,SAM,e023631,
HNAR302147,GJLT-1622.aus.gjames.com.au,10.54.4.187,LF24T450F,Not Connected,SAM,e102735,
H4LT301215,GJPC-0096.aus.gjames.com.au,10.55.5.186,LF24T450F,ON,SAM,e005502,
H4LT300509,GJPC-0096.aus.gjames.com.au,10.55.5.186,LF24T450F,ON,SAM,e005502,
HTPG400116,GJLT-0529.aus.gjames.com.au,169.254.6.226,S24C650,ON,SAM,C900305,
HTPG400101,GJLT-0529.aus.gjames.com.au,169.254.6.226,S24C650,ON,SAM,C900305,
LP20D0358513,GJLT-1164.aus.gjames.com.au,10.54.5.103,S221HQL,Not Connected,ACR,e101698,
CN422130QR,GJPC-0279.aus.gjames.com.au,10.49.5.178,HP E24u G4,Not Connected,HPN,e103975,1.0.7.0
UID4627,GJLT-1640.aus.gjames.com.au,10.55.5.117,NV-Failsafe,Not Connected,NVD,e019953,
HTHFA00919,GJLT-1660.aus.gjames.com.au,10.43.4.101,S24C650,ON,SAM,e001623,
AU02303000019,GJPC-0297.aus.gjames.com.au,10.55.4.179,PHL 498P9Z,Not Connected,PHL,e102572,
T3SEE0054206,GJLT-0529.aus.gjames.com.au,169.254.6.226,Acer KA240HQ,Not Connected,ACR,C900305,
610NTGYCC271,GJLT-1152.aus.gjames.com.au,10.41.4.179,32inch LG FHD,Not Connected,GSM,e101660,
HMAS901383,GJPC-0198.aus.gjames.com.au,10.55.4.141,SyncMaster,ON,SAM,e003057,
HMJB500957,GJPC-0198.aus.gjames.com.au,10.55.4.141,SyncMaster,ON,SAM,e003057,
H4ZM400009,GJPC-0110.aus.gjames.com.au,10.61.4.173,S24E650,ON,SAM,e020985,
H4ZJ701341,GJPC-0110.aus.gjames.com.au,10.61.4.173,S24E650,ON,SAM,e020985,
CN43110F0B,GJPC-0491.aus.gjames.com.au,10.33.4.111,HP E24u G5,ON,HPN,e008360,1.30.0.0
H4ZJ701335,GJLT-0314.aus.gjames.com.au,10.63.4.101,S24E650,ON,SAM,e022975,
HTPGC00406,GJLT-0314.aus.gjames.com.au,10.63.4.101,S24E650,ON,SAM,e022975,
HTMC301623,GJWS-1550.aus.gjames.com.au,192.168.47.180,SMS24A450,ON,SAM,e101678,
H4ZRB00971,GJLT-1537.aus.gjames.com.au,10.41.5.178,LF24T450F,ON,SAM,e009168,
H4ZT200807,GJLT-1537.aus.gjames.com.au,10.41.5.178,LF24T450F,ON,SAM,e009168,
H4ZJ701334,GJWS-0837.aus.gjames.com.au,10.27.4.109,S24E650,ON,SAM,e102154,
H4ZJ300883,GJWS-0743.aus.gjames.com.au,10.49.4.181,S24E650,Not Connected,SAM,e104109,
HNAR600098,GJLT-1631.aus.gjames.com.au,10.33.4.100,LF24T450F,ON,SAM,e103894,
H4ZRB00970,GJLT-1631.aus.gjames.com.au,10.33.4.100,LF24T450F,ON,SAM,e103894,
H4ZK300260,GJLT-1152.aus.gjames.com.au,10.41.4.179,S24E650,Not Connected,SAM,e101660,
HTLG501036,GJLT-1152.aus.gjames.com.au,10.41.4.179,S24C650,Not Connected,SAM,e101660,
HMDQ501212,GJPC-0318.aus.gjames.com.au,10.35.5.190,SyncMaster,ON,SAM,e102042,
HMCS913077,GJWS-1044.aus.gjames.com.au,10.20.4.126,SyncMaster,ON,SAM,e104196,
H4ZT101200,GJPC-0238.aus.gjames.com.au,10.16.5.101,LF24T450F,ON,SAM,e103996,
H4ZT101453,GJPC-0238.aus.gjames.com.au,10.16.5.101,LF24T450F,ON,SAM,e103996,
H4ZH300440,GJLT-1622.aus.gjames.com.au,10.54.4.187,S24E650,ON,SAM,e102735,
H4ZH300442,GJLT-1622.aus.gjames.com.au,10.54.4.187,S24E650,ON,SAM,e102735,
H4ZR900107,GJWS-0544.aus.gjames.com.au,10.65.4.184,LF24T450F,ON,SAM,E103789,
H4ZR900027,GJWS-0544.aus.gjames.com.au,10.65.4.184,LF24T450F,ON,SAM,E103789,
HMBZ401443,GJWS-0737.aus.gjames.com.au,10.64.4.133,SyncMaster,ON,SAM,e103515,
H4ZH300455,GJLT-1166.aus.gjames.com.au,10.55.5.109,S24E650,ON,SAM,e101907,
HTLF102141,GJLT-1166.aus.gjames.com.au,10.55.5.109,S24C650,ON,SAM,e101907,
H4LJ400706,GJLT-1420.aus.gjames.com.au,10.64.4.100,S24E650,ON,SAM,e103178,
H4ZM300179,GJWS-1081.aus.gjames.com.au,10.55.4.46,S24E650,ON,SAM,e103814,
H4ZJ700996,GJWS-1081.aus.gjames.com.au,10.55.4.46,S24E650,ON,SAM,e103814,
H4ZJ701481,GJPC-0201.aus.gjames.com.au,10.69.4.101,S24E650,ON,SAM,e002450,
H4ZJ701339,GJTA-1201.aus.gjames.com.au,10.55.4.142,S24E650,ON,SAM,e019295,
H4ZH600848,GJTA-4060.aus.gjames.com.au,10.16.4.104,S24E650,ON,SAM,e102052,
H4ZJ800326,GJPC-0173.aus.gjames.com.au,10.55.5.134,S24E650,ON,SAM,e018430,
HTLF101646,GJPC-0173.aus.gjames.com.au,10.55.5.134,S24C650,ON,SAM,e018430,
UID208387,GJTA-0607.aus.gjames.com.au,10.31.4.105,UnKnown,Not Connected,MS_,e100237,
HMAS603760,GJWS-1012.aus.gjames.com.au,10.43.4.102,SyncMaster,Not Connected,SAM,e103471,
CNC25126YZ,GJPC-0205.aus.gjames.com.au,10.58.5.178,HP P34hc G4,ON,HPN,e017289,1.0.5.0
208NTVSHL359,GJPC-0424.aus.gjames.com.au,10.243.10.39,LG HDR 4K,Not Connected,GSM,e102547,
H4ZJ701435,GJLT-4001.aus.gjames.com.au,192.168.222.1,S24E650,Not Connected,SAM,e103689,
HTMD900252,GJLT-4001.aus.gjames.com.au,192.168.222.1,S24C450,Not Connected,SAM,e103689,
HMFZ304161,GJLT-0424.aus.gjames.com.au,10.56.4.101,SyncMaster,ON,SAM,e009768,
H4ZJ800109,GJLT-0424.aus.gjames.com.au,10.56.4.101,S24E650,ON,SAM,e009768,
HMBZ300780,GJPC-0184.aus.gjames.com.au,10.35.5.177,SyncMaster,ON,SAM,e103392,
H4ZJ502026,GJLT-0769.aus.gjames.com.au,10.16.4.175,S24E650,ON,SAM,e102647,
HTMDB00309,GJWS-0796.aus.gjames.com.au,10.64.4.104,S24C450,ON,SAM,e103809,
H4ZJ800025,GJLT-0452.aus.gjames.com.au,10.55.4.100,S24E650,ON,SAM,e017684,
HTPGC00847,GJLT-0452.aus.gjames.com.au,10.55.4.100,S24E650,ON,SAM,e017684,
CNC1462BNZ,GJPC-0148.aus.gjames.com.au,10.54.5.189,HP P34hc G4,ON,HPN,e008188,1.0.3.0
H4ZH600499,GJWS-1094.aus.gjames.com.au,10.55.4.158,S24E650,ON,SAM,e023642,
H4ZH600743,GJWS-1094.aus.gjames.com.au,10.55.4.158,S24E650,ON,SAM,e023642,
CN42440PF2,GJLT-1079.aus.gjames.com.au,10.54.4.122,HP E24u G4,ON,HPN,e100573,N/A
H4ZT200399,GJPC-0071.aus.gjames.com.au,10.19.5.109,LF24T450F,ON,SAM,e102292,
H4ZT201147,GJPC-0071.aus.gjames.com.au,10.19.5.109,LF24T450F,ON,SAM,e102292,
